id,product_id,ingredients,nutritional_info,usage_instructions,warnings,allergens,usage_tips,medical_disclaimer,legal_regulation,created_at,updated_at,product_slug
540,3803,"Hippophae Rhamnoides Water, Centella Asiatica Leaf Water, Niacinamida, Butylen Glucol, 1,2-hexanediol, Dipropileno Glicol, Agua, Metil Gluceth-20, Metilpropanediol, Betaína, Ácido tranexámico, Glicerina, Pentilenglicol, Propanidiol, Hidroxietil urea, Extracto de Laminaria japonica, Extracto de hoja de Eclipta Prostrata, Ficus Carica (Higo), Extracto de Centella Asiatica, Lecitina hidrogenada, Hialuronato de sodio, Gósmero, 3-O-etílico ácido ascórbico, C12-14 Pareth-12, Amonio Copolímero de acriloildimetiltaurato/Vp, goma xantana, trometamina, pantenol, etilhexilglicerina, adenosina, edta disódico, fructooligosacáridos, beta-glucano, ácido ascórbico, ácido hialurónico hidrolizado, ceramida np, alfa-arbutina, tocoferol, lisato fermentado de bífida, bisabolol, ubiquinona, ubiquinona ubiquinona hidroxidecil, hialuronato",,"1. Después de la limpieza, aplica el tónico para preparar e hidratar.
2. Aplicar el sérum de forma uniforme y extraer para la absorción.
3. Durante el día, termina con el protector solar. Aunque la vitamina C proporciona cierta protección, es esencial proteger tu piel de los dañinos rayos UV.",,,,,,2026-08-04 14:16:50.975279+00,2026-08-04 14:17:05.656369+00,s-rum-vitamina-c-boosting-30-ml
542,3545,"Extracto fermentado de soja – Fortalece la función barrera de la piel mientras equilibra la producción de humedad y sebo.
Extractos fermentados de pera, granada y cebada – aportan antioxidantes, actúan como exfoliantes suaves y mejoran la textura de la piel.
Aceite de soja, jojoba y girasol – Proporciona nutrición profunda y deja la piel suave y flexible.
Glicerina y filtrado fermentado – hidratan intensamente, calman la piel y ayudan a mantener el equilibrio de la humedad.
Tocoferol (Vitamina E) – Un potente antioxidante que protege y cuida la piel de manera efectiva.",,"Aplica 2–3 gotas del producto sobre la piel seca y limpia.
Masajea suavemente con movimientos circulares durante aproximadamente 60 segundos para disolver eficazmente el maquillaje y las impurezas.
Añade un poco de agua para emulsionar el aceite en una consistencia ligera y lechosa. Enjuaga bien con agua tibia.
Finaliza con una limpieza a base de agua para dejar la piel limpia, equilibrada y sedosa.",,,,,,2026-08-04 14:20:43.676607+00,2026-08-10 19:23:26.639933+00,aceite-limpiador-bean-100-ml
543,3799,"Hortensia de Jeju
La hortensia Tamrasan, que crece alrededor del monte Halla de la isla de Jeju, es una atemporal lucha contra las arrugas de la piel.

Prosperando en una variedad de climas y terrenos, la hortensia Jeju proporciona una energía nutritiva potente que ayuda a retrasar y reducir la apariencia de las arrugas, resultando en una piel más suave y firme.

Retinol
El retinol es un tipo de vitamina A que es un gran agente sulfurizante para la piel, ayudando a reducir la apariencia de las arrugas y mejorar la elasticidad de la piel. También ayuda a mantener la piel suave, radiante y radiante.

Bakuchiol
El bakuchiol reduce la apariencia de las arrugas sin irritación, dejando la piel más firme y joven.

*La descripción anterior se limita a las características de las materias primas.","agua, triglicéridos caprílicos/capricos, glicerina, alcohol cetearílico, propanediol, tetraetilhexanoato penteritritilo, butiloglicol, extracto de hoja de hortensia macrophylla, bakuchiol, ácido hialurónico, extracto de hoja de camelia sinensis, hialuronato de sodio, retinol (1.000 ppm), alantoína, alcohol aracílico, estearato de gliceril, tocoferol, alcohol behenílico, carbómero, copolímero de acrilato de sodio/taurato de acrilildimetil de sodio, trometamina, glucósido cetearílico, caprilglicol, poliisobuteno, araquilo glucósido, hidroxiacetofenona, pentilenoglicol, copolímero de acrilato hidroxietil/taurato de acrilildimetil sodio, glicirrizado dipotásico, poligliceril-10 laurato, extracto de bulbo de Allium sativum (ajo), estearato de gliceril SE, estearato de sorbitano, 1,2-hexanediol, etilhexilglicerina, adenosina, EDTA dissódico, glucosido caprylyl/capryl, oleato de sorbitano, rutina, extracto de raíz de curcuma longa (cúrcuma), extracto de vid de Vitis vinifera (uva), isostearato de sorbitano, extracto de raíz de Paeonia suffruticosa, Glucosa, chicle de esclerotio, goma xantana","Envejecimiento temprano del pozo
Después de tu rutina nocturna de cuidado de la piel, aplica una pequeña cantidad en las zonas que te preocupan y golpea hasta que se absorba. Empieza a usarlo día sí sí y ve aumentando el uso poco a poco.

Para el endurecimiento de la piel y los efectos contra las arrugas, recomendamos usarlo en combinación con el sérum Timeless Bloom Bakuchiol.

El secreto desvelado por la noche
El retinol es sensible a la luz y al calor, por lo que recomendamos usar este producto por la noche. Después del uso nocturno, aplica protector solar durante el día para proteger tu piel.

*Recomendamos realizar una prueba de parche cuando se use retinol por primera vez.

Cuidado de las arrugas más eficaz
Para obtener el máximo resultado, aplica suavemente en dirección contraria a la arruga, luego masajea la piel hacia arriba y finalmente da unas palmaditas suaves para absorber.",,,,,,2026-08-04 14:20:46.635772+00,2026-08-04 14:21:43.371902+00,crema-para-manchas-timeless-bloom-retinol-30-ml
546,3793,"Extracto de Centella Asiatica, Gluconolactona, Betaína, Ácido cítrico, Hialuronato de sodio, Aceite de fruta de cítricos Aurantium bergamia (bergamota), Aceite de semilla de Helianthus annuus (girasol), Aceite de fruta de Olea europaea (olivo), Aceite de semilla de Simmondsia chinensis (Jojoba), Trehalosa, NP de Ceramida, Colesterol


Agua de Ampolla Centella

Agua, glicerina, butilenglicol, extracto de Centella asiatica, 1,2-hexanodiol, goma de celulosa, etilhexilglicerina.

Tónico de Centella

Agua, dipropilenglicol, extracto de Centella asiatica, 1,2-hexanodiol, niacinamida, citrato de sodio, gluconolactona, etilhexilglicerina, adenosina, EDTA disódico, glicirrizato dipotásico, betaína, ácido hialurónico, carbómero, trometamina.

Espuma Limpiadora de Centella

Isoetionato de cocoilo sódico, glicerina, taurato de metil cocoilo sódico, coco-betaína, extracto de Centella asiatica, glicinato de cocoilo potásico, 1,2-hexanodiol, cocoato de potasio, benzoato de potasio, policuaternio-67, ácido cítrico, cloruro de sodio, gluconato de sodio, dextrina, extracto de cacao (Theobroma cacao), EDTA disódico, acetato de sodio, bicarbonato de sodio, extracto de raíz de Coptis chinensis, hialuronato de sodio, extracto de fruto de Coccinia indica, extracto de Eclipta prostrata.

Aceite Limpiador Ligero de Centella

Estearato de etilhexilo, etilhexanoato de cetilo, tetraoleato de Sorbeth-30, triglicéridos caprílicos/cápricos, aceite de fruto de bergamota (Citrus aurantium bergamia), extracto de Centella asiatica, aceite de semilla de jojoba (Simmondsia chinensis), aceite de fruto de oliva (Olea europaea), aceite de semilla de girasol (Helianthus annuus), etilhexilglicerina, aceite de flor de geranio (Pelargonium graveolens), aceite de flor de rosa damascena (Rosa damascena), limoneno, linalool.

Crema de Centella

Agua, glicerina, propanodiol, dipropilenglicol, ciclopentasiloxano, extracto de Centella asiatica, 1,2-hexanodiol, ciclohexasiloxano, trehalosa, caprilil meticona, C12-14 Pareth-12, carbómero, trometamina, C30-45 alquil cetearil dimeticona crosspolymer, copolímero de acriloildimetiltaurato de amonio/VP, butilenglicol, goma xantana, extracto de raíz de jengibre (Zingiber officinale), extracto de hoja de menta (Mentha piperita), etilhexilglicerina, glicirrizato dipotásico, ácido tranexámico, dextrina, extracto de semilla de cacao (Theobroma cacao), filtrado de fermentación de raíz de Leuconostoc/Rábano, goma biosacárida-1, EDTA disódico, hialuronato de sodio, beta-glucano, lecitina hidrogenada, extracto de raíz de Coptis chinensis, alcohol cetearílico, ácido esteárico, ceramida NP, ceramida NG, colesterol, fitoesfingosina, ceramida AS, ceramida AP y ceramida EOP.","Ampolla

Centella - La ampolleta característica de SKIN1004 ayuda a proporcionar hidratación, apoya la barrera natural de la piel y ofrece un cuidado calmante con ingredientes ricos en antioxidantes.
- Ayuda a calmar e hidratar la piel sensible.

Tónico

tonificante de Centella - Un tónico exfoliante suave con textura ligera y
acuosa - Un tónico de uso cotidiano infusionado con extracto de Centella Asiatica y PHA, un exfoliante
suave - PHA, un ingrediente exfoliante suave, se activa gradualmente en la piel para eliminar suavemente el sebo y las células
muertas - Certificado para un aspecto más luminoso y cuidado de líneas finas para un aspecto
más claro y elástico - Prueba no comedogénica completa, segura para piel con aspecto problemático y todos los demás

tipos de piel Espuma

de ampolla Centella - Un limpiador rico y espumoso con un pH ideal de 5 elimina eficazmente el maquillaje y las impurezas sin despojar la piel
- Poder de limpieza avanzado elimina hasta el 92,69% del polvo fino - Ultra
- El polvo de bicarbonato ultra fino se une al sebo y a las impurezas en los poros para eliminarlos
Tensioactivos derivados del coco que limpian suavemente mientras mantienen la piel hidratada
- Contiene ampolla Centella que ayuda a calmar y equilibrar la piel Centella Light Cleansing Oil

- Un limpiador ligero a base de aceite que derrite suavemente maquillaje, suciedad, aceites y protector solar, suave incluso en la zona
de los ojos - Formulado con aceite de Centella (Centella extraído de MCT) y seis aceites botánicos


- El aceite micelar limpiador permite eliminar el exceso de grasa y maquillaje sin eliminar aceites
saludables - Textura ligera similar al agua, adecuada para quienes se inician en los
limpiadores con aceite - No comedogénica; Ayuda a disolver el sebo y mantener los poros limpios

. Crema

calmante Centella - Sensibilidad refrescante que ayuda a suavizar el aspecto del
enrojecimiento - Un potente cuidado calmante ayuda a calmar la piel sensible y apoya la barrera natural de la
piel - Contiene tres componentes esenciales para firmar la piel: Ceramida, colesterol y ácidos grasos
- Ayuda a mantener el equilibrio natural de la piel con un pH similar al de
aspecto saludable - Contiene extracto de Centella Asiatica de Madagascar
- Textura gel ligera y no pegajosa que se desliza suavemente sobre la piel",,,,,,,2026-08-04 14:28:29.765898+00,2026-08-04 19:30:56.955237+00,kit-de-viaje-5-uds
547,2594,,,Aplicar una cantidad generosa por toda la cara y enjuagar con abundante agua.,,,,,,2026-08-04 14:39:56.015913+00,2026-08-10 19:24:33.830697+00,centella-cleansing-foam
549,2568,"Palmitato de etilhexilo, tetraoleato de sorbeth-30, sesquioleato de sorbitano, triglicéridos caprílicos/cápricos, aguacatado de butílico, fragancia, aceite de semilla de helianthus annuus (girasol), aceite de semilla de macadamia ternifolia, aceite de fruta olea europaea (oliva), aceite de semilla de Simmondsia chinensis (jojoba), aceite de semilla de Vitis vinifera (uva), caprilicol, etilhexiglicerina, extracto de raíz de curcuma longa (cúrcuma), extracto de flor de Melia azadirachta, tocoferol, extracto de hoja de Melia azadirachta, extracto de Houttuynia cordata, Extracto de Corallina officinalis, extracto de corteza de Melia Azadirachta, aceite de semilla de Moringa oleifera, extracto de hoja de Ocimum sanctum",,"(1) Dispensar 2~3 bombas en las manos.
(2) Masajear suavemente la cara seca con movimientos circulares.
(3) Emulsionar con agua hasta que el maquillaje y la suciedad se derritan.
(4) Enjuaga bien con agua tibia.
(5) Doble limpieza con un limpiador a base de agua.",,,,,,2026-08-04 14:45:59.746936+00,2026-08-04 14:45:59.746936+00,aceite-limpiador-para-poros-200-ml
550,3539,,,"Modo de uso: Aplicar sobre la piel limpia después del tónico y antes de la crema hidratante y/o solar.

Apto: todo tipo de pieles, especialmente pieles sensibles y deshidratadas",,,,,,2026-08-04 14:51:46.559692+00,2026-08-04 14:51:46.559692+00,p-ptido-cica-hyalshot-50-ml
552,3736,,,"USO EN MOJADO: aplicar el champú y masajear el cuero cabelludo con movimientos circulares suaves durante 1–2 minutos.
USO CON ACEITE: aplicar unas gotas de aceite sobre el cuero cabelludo seco y distribuir por secciones. Utilizar el masajeador realizando movimientos circulares suaves durante 5–10 minutos.",,,,,,2026-08-04 14:57:53.956606+00,2026-08-04 14:57:53.956606+00,masajeador-capilar
553,3391,"Hinojo marino; Sal marina
Todo tipo de pieles",,Aplicar sobre la piel limpia del rostro por la noche una vez a la semana.,,,,,,2026-08-04 15:00:26.493367+00,2026-08-04 15:00:26.493367+00,exfoliante-facial-antiedad-40-g
554,3199,"Aqua, Propanediol, Citrus Aurantium Amara (Bitter Orange) Flower Water*, Lavandula Angustifolia (Lavender) Flower Water*, Coco-Caprylate/Caprate, Glycerin, Cetyl Palmitate, Simmondsia Chinensis (Jojoba) Seed Oil*, Adansonia Digitata Seed Oil*, Glyceryl Stearate, Cetearyl Olivate, Olea Europaea (Olive) Oil Unsaponifiables, Sorbitan Olivate, Camellia Japonica Seed Oil, Oryza Sativa (Rice) Starch, Betaine, Copaifera Officinalis (Balsam Copaiba) Resin*, Hydrogenated Ethylhexyl Olivate, Parfum, Porphyra Umbilicalis Extract, Benzyl Alcohol, Sorbitan Palmitate, Xanthan Gum, Carapa Guaianensis Seed Oil*, Euterpe Oleracea Fruit Oil*, Salicylic Acid, Hydrogenated Olive Oil Unsaponifiables, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Arctium Lappa Root Extract*, Azadirachta Indica Bark Extract*, Camellia Sinensis Leaf Extract*, Iris Germanica Root Extract*, Salvia Sclarea (Clary) Extract*, Sorbic Acid, Sodium Benzoate, Potassium Sorbate, Citric Acid, Phytic Acid, Linalool**, Limonene**, Citral**. *Ingredientes procedentes de la agricultura ecológica. El 98,9% del total de los ingredientes es de origen natural. El 20,3% del total de los ingredientes procede de la agricultura ecológica. **Naturalmente contenido en el perfume y el agua floral.",,"Aplicar sobre la piel limpia del rostro, a diario, como crema de día.",,,,,,2026-08-04 15:05:38.717887+00,2026-08-10 19:24:02.685463+00,dd-crema-de-d-a-purifying-50-ml
555,3546,"Agua/Aqua, aceite de semilla de helianthus annuus (girasol), glicerina, butilenglicol, dipropilenglicol, propanediol, niacinamida, aceite de semilla Simmondsia chinensis (jojoba), 1,2-hexanediol, cloruro de sodio, hidroxiacetofenona, adenosina, etilhexiglicerina, edta disódico, tocoferol, aceite de soja, extracto de grano de Zea Mays (maíz), extracto de fermentación de lactobacillus/soja, ácido hialurónico, ácido hialurónico hidrolizado, hialuronato de sodio, extensina hidrolizada, fermentación de lactobacillus/zumo de pera Filtrado, Extracto de fermentación de fruta Lactobacillus/Punica granatum, Filtrado de fermentación de Saccharomyces/Semilla de cebada, Filtrado de fermentación de raíz de Lactobacillus/Panax Ginseng, Fermentación de lactobacillus/arroz, filtrado de fermentación de semillas Lacryma-Jobi Ma-Yuen de Saccharomyces/Coix, filtrado de fermentación de Saccharomyces/Extracto de patata, Fructano, glucosa, extracto de Centella Asiatica",,"Agita bien la niebla para difuminar las capas, luego mantenla a unos 20 cm de la cara y rocía de forma uniforme. Da suaves palmadas a la piel con las yemas de los dedos para ayudar a que el producto se absorba completamente. Esta niebla refrescante proporciona hidratación en cualquier momento, perfecta para usar en casa o fuera de casa.",,,,,,2026-08-04 15:06:35.393761+00,2026-08-04 15:06:35.393761+00,spray-bean-balancing-100-ml
556,3551,"Filtro de aire patentado - Enfría / Matifica / Controla la producción
de sebo Extracto fermentado de brotes de bambú - Ilumina / Calma la piel / Hidrata
COSMOS Betaína - Hidrata / Previene la pérdida de humedad / Reduce el daño
por UVA Niacinamida - Ilumina / Proporciona cuidado de la pigmentación / Controla la producción de sebo / Hidrata
adenosina - Reduce las líneas finas y arrugas / Mejora la elasticidad de la piel

Libre de:

aditivos
tóxicos OGM
Ftalatos
7 tipos de parabenos
11 ingredientes
nocivos Sulfatos
Aceite
mineral Alcohol secante
Colorantes
sintéticos Fragancia",,,,,,,,2026-08-04 15:12:25.030167+00,2026-08-04 15:12:25.030167+00,protector-solar-spf50-20-g
557,3790,,,"Para obtener los mejores resultados, aplique una pequeña cantidad del Dr. Althea To Be Youthful Eye Serum en el área del contorno de ojos, utilizando la yema de los dedos para masajear suavemente hasta su completa absorción. Se recomienda su uso diario, tanto por la mañana como por la noche. La fórmula incluye ingredientes como:

Niacinamida: Ilumina y mejora la textura de la piel.
Ácido Hialurónico: Hidrata profundamente y mejora la elasticidad.
Adenosina: Calma y mejora la elasticidad, reduciendo ojeras e hinchazón.
Extracto de Centella Asiatica: Calma y suaviza la piel.
Extracto de Aloe Vera: Alivia la irritación y mejora la salud de la piel.
Con su uso regular, este sérum promete una mirada más joven y revitalizada, convirtiéndose en un aliado esencial en tu rutina de cuidado facial.",,,,,,2026-08-04 15:18:48.887703+00,2026-08-04 19:35:51.313582+00,s-rum-de-ojos-to-be-youthful-25-ml
558,3787,"&alpha;, &beta;, &gamma;, &delta;-tocoferol
Tocopherol, Helianthus Annuus Seed Oil. 100% del total es de origen natural.","Favorece la función barrera de la piel. Tiene propiedades reparadoras de la piel y antioxidantes que neutralizan los daños causados por los radicales libres en la piel. Recomendado para cuidar la piel seca, irritada. Ayuda en el caso de pieles sensibles, muy sensibles e intolerantes. Indicado para el cuidado del pezón durante la lactancia, para proteger los labios y la mucosa bucal y para la sequedad peribucal y perianal en el adulto y el niño.","Aplicar una pequeña cantidad (1-2 gotas) sobre la zona a tratar al menos dos veces al día.  
NO COMEDOGÉNICO. GRADO ALIMENTARIO",,,,,,2026-08-04 15:22:05.933518+00,2026-08-04 15:22:05.933518+00,vitamina-e-e-oleum-20-ml
559,2370,Ácido hialurónico de origen natural; Centella asiatica; Scutellaria; Manzanilla azul,"Aqua, Glycerin, Sodium Chloride, Sodium Hyaluronate, Benzyl Alcohol, Sodium Hydroxide, Butylene Glycol, Salicylic Acid, Sorbic Acid, Centella Asiatica Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra Root Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Phytic Acid, Chamomilla Recutita Flower/Leaf/Stem Extract, Rosmarinus Officinalis Leaf Extract. El 99% del total es de origen natural.",,,,,,,2026-08-04 15:35:38.935029+00,2026-08-04 15:35:38.935029+00,hidrogel-hialuronic-1-50-ml
560,3548,"(Ácido Hialurónico, Hialuronato de Sodio, Polímero Cruzado de Hialuronato de Sodio, Hialuronato de Hidroxipropiltrimonio, Hialuronato acetilado de sodio, Ácido hialurónico hidrolizado, Hialuronato de Dimetilsilanol, Hialuronato de hidroxipropilonio, Hialuronato de sodio, Dimetilsilanol, Hialuronato de Potasio)
Infunde una hidratación intensa y profunda en la piel.  Forma una barrera de hidratación en la superficie de la piel al aplicarse, evitando la pérdida de humedad y, al mismo tiempo, protegiendo la piel de la estimulación externa.",,"Aplícalo en la fase de hidratación, al menos 30 minutos antes de la exposición al sol.",,,,,,2026-08-04 15:40:13.016866+00,2026-08-05 16:53:50.558502+00,protector-solar-hyal-reyouth-50-ml
561,3538,"Agua/Agua/Agua, Glicerina, Triglicéridos Caprílicos/Capricos, Poliisobuteno Hidrogenado, Distearato de Poligliceril-3,
Co-glicéridos Hidrogenados, Aceite de semilla de Limnanthes Alba (espuma de prado), ButileneGlicol, Malato de Diisostearyl
, Dimeticona de Vinilo, Alcohol Cetearílico, Ácido esteárico, Copolímero de Hidroxietilo Acrilato/Copolímero de Acrilildimetil Taurato de Sodio, Estearato de Glicerilo, Hidroxiacetofenona, Sorbi
tanIsostearato, Citrato estearato de gliceril, carbómero, Trometamina, Pantenol, Glicirriza dipotásica, Lecitina hidrogenada,
Propanodil, Etilhexilglicerina, Adenosina, Extracto de flor de Melia Azadirachta, Extracto de Eclipta Prostrata, Extracto de Coccinia indica, EDTA disódico, Poliacrilato sódico, Extracto de hoja de Ocimum Sanctum, Extracto de hoja de Melia Azadirach
ta, Extracto de raíz de Curcuma Longa (cúrcuma), Extracto de Corallina Officinalis, La
ctobacillus/extracto de fermentación de soja, extracto de fermentación de fruta de lactobacillus/punica granatum, filtrado de fermentación de semillas de cebada sacaromyces/cebada, fermentación de lactobacillus/zumo de pera para fermentar el
tratado, ácido palmítico, aceite de fruta de cítricos aurantium bergamia (bergamota), ácido oleico, lavandula angustifolia",,"Después de la limpieza, refina la textura de la piel con tónico. En el último paso de tu rutina de cuidado de la piel, aplica la crema suavemente por todo el rostro y deja que se absorba.

Para un extra de hidratación, aplica 2 o 3 veces las que necesites para conseguir una sensación más firme e hidratada.",,,,,,2026-08-04 15:43:09.331074+00,2026-08-04 15:43:16.83755+00,crema-de-frijol-50-ml
563,2596,"Filtrado de fermento de Galactomyces, butilenglicol",,"Úselo después de limpiar y tonificar. Aplique unas gotas en todo el rostro con las manos o un disco de algodón. Dé suaves palmaditas hasta su completa absorción.

Orden recomendado por Mixsoon para la rutina de esencias de 3 capas para una piel radiante:
1.ª capa: Esencia de fermento de Galactomyces
2.ª capa: Esencia de fermento de Bifida
3.ª capa: Esencia de Centella Asiática

Repita esta rutina diariamente y acérquese un paso más a su piel radiante.",,,,,,2026-08-04 15:59:56.794572+00,2026-08-04 16:00:05.744083+00,galactomyces-ferment-essence-100-ml
565,2597,"Agua/Aqua, Glicerina, Etilhexanoato de cetilo, Dipropilenglicol, Filtrado de fermento de Galactomyces, Butilenglicol, Niacinamida, 1,2-Hexanodiol, Betaína, Hidroxiacetofenona, Pantenol, Diestearato de poligliceril-3 metilglucosa, Trehalosa, Estearato de glicerilo, Carbómero, Arginina, Estearato de sorbitán, Goma xantana, Sesquioleato de sorbitán, Etilhexilglicerina, Adenosina, Manteca de Butyrospermum Parkii (karité), EDTA disódico, Triglicérido caprílico/cáprico, Cocoato de sacarosa, Ceramida NP, Lecitina hidrogenada, Fitoesfingosina, Extracto de fermento de Lactobacillus/soja, Fermento de Lactobacillus/arroz, Lactobacillus/Raíz de Panax Ginseng Filtrado de fermento, filtrado de fermento de semillas de Saccharomyces/Coix Lacryma-Jobi Ma-yuen, filtrado de fermento de extracto de Saccharomyces/patata, colesterol, proteína de soja hidrolizada, fitoesteroles, extracto de hoja de Mentha Rotundifolia, extracto de hoja de Camellia Sinensis, extracto de hoja de Thymus Vulgaris (tomillo), colágeno soluble, glucosa, manosa, glutatión, oligopéptido-29, oligopéptido-32, palmitoil pentapéptido-4",,"Aplicar después de la limpieza, con las manos o un disco de algodón.

- Para una hidratación extra:
Dispensar una cantidad adecuada en la palma de la mano y aplicar directamente sobre el rostro. Para una mejor absorción, aplicar 2 o 3 capas. -

Usar como mascarilla:
Aplicar una cantidad generosa en un disco de algodón y colocarlo sobre las zonas que necesiten un cuidado intensivo para una mascarilla rápida y sencilla.

- Personalizar con productos en polvo:
Usar junto con los productos en polvo de Mixsoon para personalizar la rutina de cuidado facial según las necesidades de la piel.",,,,,,2026-08-04 16:04:01.664266+00,2026-08-05 16:23:21.263637+00,s-rum-de-leche-de-soja-50-ml
580,3547,"Bio-Spicule y EGF: Tecnologías avanzadas que actúan en sinergia para mejorar el efecto lifting y el volumen en la zona del contorno de ojos, promoviendo la regeneración cutánea y potenciando la elasticidad para lograr un aspecto revitalizado.",,"Coloca una cantidad muy pequeña de producto (aproximadamente 0,2 g) sobre la espátula y aplícalo con 2 o 3 pasadas suaves únicamente en la zona de las bolsas debajo de los ojos. Si lo utilizas durante el día y vas a salir, deja actuar el producto durante 20 minutos; después, lava el rostro y aplica el maquillaje. Para obtener mejores resultados, también puede utilizarse como tratamiento nocturno, aplicándolo antes de acostarte.",,,,,,2026-08-05 11:12:03.322798+00,2026-08-05 16:12:44.17561+00,crema-para-contorno-de-ojos-10-g
590,3543,"agua, dipropilenglicol, polideceno hidrogenado, triglicéridos caprílicos/capricos, glicerina, tetraetilhexanoato de pentaritil, estearato de gliceril, ciclohexasiloxano, niacinamida, alcohol cetílico, distearato de poligliceril-6, vinil dimeticona, éter dicaprilílico, poligliceril-10 laurato, alcohol estearyl, ésteres de jojoba, cera de abeja, pantenol, 1,2-hexanediol, estearoil glutamato sódico, ácido madecásico, asiticóside, xilitilglucosido, copolímero de hidroxietilo acrilato/taurato de acrildimetil de sodio, Aceite de fruta Olea europaea (Oliva), Hidroxiacetofenona, Anhidroxilitol, Extracto de hoja de Centella Asiatica, Ácido asiático, Glicoproteínas, Butiglicol, Cera de Abejas de Poligliceril-3, Xilitol, Aceite de Centella Asiatica, Metilpropanediol, Anantoína, Propanodiol, Fermentación de Candida bombicola/Glucosa/Metil-Colza, Aceite de Aurantium Dulcis (Naranja), Goma de Xantina, Cera de semilla de Helianthus annuus (girasol), Etilhexilglicerina, Etoxidiglycol, Aceite de cáscara de Citrus Nobilis (mandarina de mandana), Glucosa, EDTA disódico, Adenosina, isostearato de sorbitano, aceite de lavandula angustifolia (lavanda), laurato sódico, ciclodextrina, ácido hialurónico hidrolizado, aceite de fruta cítrico aurantium bergamia (bergamota), aceite de cáscara cítrica aurantium dulcis (naranja), aceite de hoja de rosmarinus officinalis (romero), aceite de fruta de litsea cubeba, aceite de semilla de macadamia ternifolia, poliglicerina-3, copolímero pvm/ma, ácido láurico, poliacrilato sódico, octildodecanol, aceite de soja de glicina (soja), lecitina hidrogenada, glicolípidos, cafeína, madecassósida, Extracto de Centella Asiatica, C12-13 Pareth-9, aminoácidos de colágeno, NP de ceramida, resina Copaifera officinalis (Copaiba de bálsamo), aceite de cáscara de cítricos grandis (pomelo), aceite de enebro virginia, extracto de raíz de Cimicifuga racemosa, extracto de Silybum Marianum, resveratrol, arginina, taurina, glucógeno, elastina hidrolizada, ectoína, aceite de corteza de cedro atlantica, retinol, extracto de raíz de Lepidium meyenii, maltodextrina, ácido ascórbico, proteína vegetal hidrolizada, aceite de flor de pelargonium graveoles, Fitoesfingosina, Tocoferol, Destearato de Sacarosa, Hialuronato de sodio, ADN sódico, Aceite de Officinale de Jazmín (Jazmín), Sorbato de Potasio, Fenoxietanol, Extracto de Artemisia absinthium, Aceite de Mirto communis, Aceite de flor de rosa, Extracto de fruto planifolio de vainilla, Cianocobalamina, Ácido aspártico, Aceite de resina de Ferula Galbaniflua (Galbanum), Glicina, Ácido Glutámico, Limoneno, Linalool, Cítrico, Alcanfor*, Beta-Cariofileno*, Aceite/Extracto de cedro atlántico*, Aceite de cáscara de aurancio cítrico*, Cáscara de Aurantium bergamia cítrica Aceite*, Aceite/Extracto de Lavandula*, Acetato de Linalilo*, Piñeno*",,,,,,,,2026-08-05 16:21:13.709992+00,2026-08-05 16:21:58.764822+00,madeca-cream-time-reverse-50-ml
593,2570,"Extracto de arroz al 30%: Rico en vitaminas B, C y E, así como en aminoácidos y minerales, este ingrediente ayuda a hidratar.
Extractos de grano fermentados: Actúa de forma sinérgica con el extracto de arroz para suavizar, calmar e hidratar la piel.","AQUA, DIBUTYL ADIPATE, PROPANEDIOL, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, POLYMETHYLSILSESQUIOXANE, ETHYLHEXYL TRIAZONE, METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL (NANO), NIACINAMIDE, COCO-CAPRYLATE/CAPRATE, CAPRYLYL METHICONE, DIETHYLHEXYL BUTAMIDO TRIAZONE, GLYCERIN, 1,2-HEXANEDIOL, BUTYLENE GLYCOL, PENTYLENE GLYCOL, BEHENYL ALCOHOL, POLY C10-30 ALKYL ACRYLATE, POLYGLYCERYL-3 METHYLGLUCOSE DISTEARATE, DECYL GLUCOSIDE, ORYZA SATIVA (RICE) EXTRACT, TROMETHAMINE, CARBOMER, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, SODIUM STEAROYL GLUTAMATE, POLYACRYLATE CROSSPOLYMER-6, ETHYLHEXYLGLYCERIN, ADENOSINE, XANTHAN GUM, T-BUTYL ALCOHOL, TOCOPHEROL, ORYZA SATIVA (RICE) GERM EXTRACT, CAMELLIA SINENSIS LEAF EXTRACT, SACCHARUM OFFICINARUM (SUGARCANE) EXTRACT, MACROCYSTIS PYRIFERA (KELP) EXTRACT, LACTOBACILLUS/PUMPKIN FERMENT EXTRACT, BACILLUS/SOYBEAN FERMENT EXTRACT, ASPERGILLUS FERMENT, COCOS NUCIFERA (COCONUT) FRUIT EXTRACT, PANAX GINSENG ROOT EXTRACT, MONASCUS/RICE FERMENT, LACTOBACILLUS/RICE FERMENT, SACCHAROMYCES/RICE FERMENT FILTRATE",Aplíquelo generosamente como último paso de su rutina matutina. Vuelva a aplicarlo cada 2-3 horas para mantener la protección solar.,,,,,,2026-08-05 16:32:28.008603+00,2026-08-06 12:13:31.408135+00,crema-solar-arroz-y-probi-ticos-psf50-50-ml
